Time(sec)	Force(kgf)	LGauge(mm)	Strain	Stress(MPa)	Stroke(mm)	TC3(C)	PTemp
556.39151	-26.409	-8.5029	-0.83669	-1.4259	-10.848	210.7	0
556.49151	-26.451	-8.5029	-0.83668	-1.4307	-10.843	210.37	0
556.59151	-26.554	-8.503	-0.8367	-1.4368	-10.844	210.07	0
556.69151	-26.357	-8.5028	-0.83668	-1.4269	-10.847	209.95	0
556.79151	-26.427	-8.5029	-0.83669	-1.427	-10.845	209.45	0
556.89151	-26.441	-8.5028	-0.83667	-1.4313	-10.844	209.08	0
556.99151	-26.466	-8.5029	-0.83669	-1.4331	-10.846	208.92	0
557.09151	-26.347	-8.5028	-0.83668	-1.4291	-10.846	208.59	0
557.19151	-26.255	-8.5029	-0.83669	-1.4192	-10.845	208.37	0
557.29151	-26.591	-8.5029	-0.83669	-1.4437	-10.845	207.87	0
557.39151	-26.423	-8.5028	-0.83667	-1.43	-10.846	207.53	0
557.49151	-26.338	-8.5029	-0.83669	-1.4276	-10.843	207.2	0
557.59151	-26.269	-8.5029	-0.83667	-1.4245	-10.844	206.97	0
557.69151	-26.317	-8.5029	-0.8367	-1.4206	-10.845	206.58	0
557.79151	-26.372	-8.5028	-0.83668	-1.4263	-10.845	206.27	0
557.89151	-26.238	-8.503	-0.83669	-1.4195	-10.845	206.02	0
557.99151	-26.378	-8.5029	-0.83667	-1.4324	-10.844	205.72	0
558.09151	-26.318	-8.5029	-0.8367	-1.4219	-10.844	205.31	0
558.19151	-26.236	-8.5028	-0.83667	-1.4219	-10.845	205.05	0
558.29151	-26.272	-8.5029	-0.8367	-1.4285	-10.842	204.81	0
558.39151	-26.364	-8.5029	-0.83669	-1.4275	-10.845	204.51	0
558.49151	-26.204	-8.503	-0.83671	-1.4175	-10.847	204.24	0
558.59151	-25.918	-8.5031	-0.83672	-1.4029	-10.844	203.88	0
558.69151	-26.356	-8.503	-0.8367	-1.4297	-10.846	203.52	0
558.79151	-26.247	-8.5032	-0.83673	-1.4172	-10.844	203.31	0
558.89151	-26.058	-8.503	-0.83671	-1.4102	-10.844	202.96	0
558.99151	-26.018	-8.5032	-0.83673	-1.4104	-10.843	202.7	0
559.09151	-26.162	-8.5031	-0.83672	-1.4142	-10.845	202.33	0
559.19151	-25.955	-8.5032	-0.83674	-1.4053	-10.845	201.96	0
559.29151	-25.988	-8.5031	-0.83673	-1.4032	-10.846	201.79	0
559.39151	-26.166	-8.5032	-0.83673	-1.4162	-10.844	201.59	0
559.49151	-25.931	-8.5032	-0.83673	-1.4026	-10.845	201.33	0
559.59151	-26.084	-8.5032	-0.83674	-1.409	-10.845	200.89	0
559.69151	-26.027	-8.5033	-0.83674	-1.4083	-10.847	200.62	0
559.79151	-26.188	-8.5033	-0.83675	-1.4147	-10.846	200.33	0
559.89151	-26.117	-8.5034	-0.83676	-1.4112	-10.844	200.16	0
559.99151	-26.091	-8.5033	-0.83675	-1.4067	-10.845	199.72	0
560.09151	-26.297	-8.5039	-0.83684	-1.4204	-10.844	199.6	0
560.19151	-25.929	-8.504	-0.83686	-1.4035	-10.845	199.32	0
560.29151	-25.894	-8.5042	-0.83689	-1.4035	-10.845	198.91	0
560.39151	-25.862	-8.5041	-0.83687	-1.401	-10.844	198.64	0
560.49151	-25.998	-8.5042	-0.83689	-1.4039	-10.844	198.34	0
560.59151	-25.866	-8.5042	-0.83687	-1.3984	-10.844	198	0
560.69151	-25.732	-8.5042	-0.83688	-1.3904	-10.844	197.75	0
560.79151	-25.972	-8.5043	-0.8369	-1.4047	-10.844	197.45	0
560.89151	-25.716	-8.5043	-0.8369	-1.3916	-10.844	197.09	0
560.99151	-25.758	-8.5043	-0.83692	-1.3905	-10.844	196.85	0
561.09151	-25.834	-8.5043	-0.83691	-1.3975	-10.843	196.59	0
561.19151	-25.771	-8.5045	-0.83693	-1.3956	-10.843	196.38	0
561.29151	-25.752	-8.5044	-0.83692	-1.3909	-10.844	196.03	0
561.39151	-25.656	-8.5045	-0.83692	-1.3874	-10.843	195.85	0
561.49151	-25.901	-8.5045	-0.83693	-1.4017	-10.844	195.58	0
561.59151	-25.511	-8.5045	-0.83693	-1.3778	-10.844	195.23	0
561.69151	-25.547	-8.5044	-0.83692	-1.3824	-10.843	195.04	0
561.79151	-25.743	-8.5046	-0.83694	-1.3948	-10.843	194.66	0
561.89151	-25.484	-8.5045	-0.83694	-1.3821	-10.842	194.3	0
561.9915	-25.643	-8.5046	-0.83695	-1.3882	-10.842	194.18	0
562.0915	-25.352	-8.5046	-0.83696	-1.3749	-10.843	193.82	0
562.1915	-25.652	-8.5046	-0.83696	-1.3872	-10.843	193.56	0
562.2915	-25.487	-8.5047	-0.83696	-1.3839	-10.843	193.37	0
562.3915	-25.46	-8.5046	-0.83694	-1.3767	-10.845	193.05	0
562.4915	-25.451	-8.5047	-0.83698	-1.3791	-10.842	192.47	0
562.5915	-25.399	-8.5047	-0.83698	-1.375	-10.844	192.39	0
562.6915	-25.298	-8.5048	-0.83697	-1.3714	-10.844	192.21	0
562.7915	-25.38	-8.5047	-0.83697	-1.3712	-10.846	191.95	0
562.8915	-25.615	-8.5048	-0.83698	-1.3839	-10.842	191.67	0
562.9915	-25.329	-8.5048	-0.83698	-1.374	-10.843	191.44	0
563.0915	-25.284	-8.5048	-0.83698	-1.3727	-10.844	191.05	0
563.1915	-25.628	-8.5049	-0.837	-1.3846	-10.845	190.79	0
563.2915	-25.373	-8.5048	-0.83698	-1.3781	-10.845	190.48	0
563.3915	-25.319	-8.5049	-0.837	-1.3729	-10.845	190.3	0
563.4915	-25.112	-8.5049	-0.837	-1.3618	-10.842	190.09	0
563.5915	-25.544	-8.505	-0.83701	-1.3827	-10.843	189.73	0
563.6915	-25.402	-8.505	-0.83702	-1.3778	-10.843	189.5	0
563.7915	-25.265	-8.5049	-0.837	-1.3681	-10.844	189.14	0
563.8915	-25.164	-8.505	-0.83701	-1.3682	-10.842	188.79	0
563.9915	-25.352	-8.505	-0.83703	-1.3714	-10.843	188.54	0
564.0915	-25.05	-8.505	-0.83702	-1.3538	-10.842	188.23	0
564.1915	-25.268	-8.505	-0.83702	-1.3651	-10.844	188.02	0
564.2915	-25.394	-8.505	-0.83702	-1.3736	-10.845	187.74	0
564.3915	-25.091	-8.505	-0.83702	-1.3604	-10.843	187.42	0
564.4915	-25.206	-8.5051	-0.83704	-1.3638	-10.842	187.26	0
564.5915	-25.096	-8.505	-0.83702	-1.3599	-10.843	186.99	0
564.6915	-25.216	-8.5052	-0.83705	-1.3649	-10.843	186.77	0
564.7915	-25.246	-8.505	-0.83702	-1.3651	-10.843	186.45	0
564.8915	-25.098	-8.5051	-0.83704	-1.3632	-10.843	186.27	0
564.9915	-25.217	-8.505	-0.83701	-1.3631	-10.842	186.04	0
565.0915	-25.088	-8.5051	-0.83704	-1.357	-10.843	185.76	0
565.1915	-24.919	-8.5051	-0.83704	-1.3461	-10.841	185.49	0
565.2915	-24.907	-8.5052	-0.83705	-1.3503	-10.843	185.25	0
565.3915	-25.114	-8.5053	-0.83706	-1.3596	-10.843	184.92	0
565.4915	-25.132	-8.5053	-0.83705	-1.36	-10.843	184.82	0
565.5915	-24.97	-8.5053	-0.83706	-1.3529	-10.843	184.57	0
565.6915	-25.059	-8.5052	-0.83705	-1.3523	-10.843	184.15	0
565.7915	-24.912	-8.5053	-0.83708	-1.3474	-10.844	183.8	0
565.8915	-24.824	-8.5053	-0.83706	-1.3434	-10.841	183.56	0
565.9915	-24.79	-8.5054	-0.83708	-1.3451	-10.842	183.31	0
566.0915	-24.849	-8.5053	-0.83707	-1.3401	-10.84	183.14	0
566.1915	-24.629	-8.5054	-0.83708	-1.336	-10.841	182.91	0
566.2915	-24.812	-8.5054	-0.83708	-1.3433	-10.842	182.57	0
566.3915	-25.158	-8.5054	-0.83709	-1.3559	-10.842	182.4	0
566.4915	-24.87	-8.5055	-0.83709	-1.3475	-10.843	182.12	0
566.5915	-24.826	-8.5055	-0.8371	-1.3403	-10.842	181.84	0
566.6915	-24.905	-8.5055	-0.83711	-1.3472	-10.841	181.52	0
566.7915	-24.755	-8.5054	-0.83708	-1.3374	-10.84	181.18	0
566.8915	-24.792	-8.5056	-0.83712	-1.339	-10.841	181.02	0
566.9915	-24.662	-8.5055	-0.83711	-1.333	-10.841	180.78	0
567.0915	-24.774	-8.5056	-0.83712	-1.3423	-10.84	180.55	0
567.1915	-24.709	-8.5056	-0.83711	-1.3373	-10.844	180.47	0
567.2915	-24.687	-8.5057	-0.83713	-1.3323	-10.843	180.02	0
567.3915	-24.614	-8.5056	-0.83711	-1.3332	-10.843	179.82	0
567.4915	-24.823	-8.5057	-0.83713	-1.3425	-10.843	179.54	0
567.5915	-24.287	-8.5057	-0.83713	-1.3182	-10.842	179.37	0
567.6915	-24.321	-8.5056	-0.83712	-1.3163	-10.842	179.09	0
567.7915	-24.592	-8.5057	-0.83713	-1.3369	-10.841	178.85	0
567.8915	-24.449	-8.5056	-0.83711	-1.3252	-10.841	178.68	0
567.9915	-24.497	-8.5058	-0.83714	-1.3229	-10.844	178.3	0
568.0915	-24.338	-8.5057	-0.83713	-1.3189	-10.84	178.06	0
568.1915	-24.543	-8.5058	-0.83716	-1.3295	-10.841	177.8	0
568.2915	-24.602	-8.5057	-0.83713	-1.3316	-10.842	177.62	0
568.3915	-24.531	-8.5059	-0.83715	-1.3282	-10.843	177.26	0
568.4915	-24.624	-8.5058	-0.83713	-1.3271	-10.842	177.07	0
568.5915	-24.372	-8.5058	-0.83714	-1.3157	-10.843	176.78	0
568.6915	-24.28	-8.5058	-0.83714	-1.3139	-10.842	176.52	0
568.7915	-24.384	-8.5058	-0.83715	-1.3196	-10.843	176.19	0
568.8915	-24.117	-8.5058	-0.83715	-1.3076	-10.841	176.08	0
568.9915	-24.348	-8.5057	-0.83714	-1.3149	-10.842	175.88	0
569.0915	-24.097	-8.5058	-0.83715	-1.3023	-10.842	175.6	0
569.1915	-24.418	-8.5058	-0.83715	-1.3204	-10.844	175.39	0
569.2915	-24.495	-8.506	-0.83717	-1.3211	-10.845	175.08	0
569.3915	-24.276	-8.506	-0.83717	-1.3094	-10.845	174.78	0
569.4915	-23.953	-8.5061	-0.83719	-1.2993	-10.845	174.63	0
569.5915	-24.282	-8.506	-0.83718	-1.3137	-10.843	174.43	0
569.6915	-24.073	-8.5061	-0.83719	-1.3012	-10.841	174.22	0
569.7915	-24.008	-8.506	-0.83719	-1.3004	-10.843	173.85	0
569.8915	-24.208	-8.506	-0.83718	-1.3099	-10.842	173.68	0
569.9915	-23.979	-8.5061	-0.83718	-1.2982	-10.844	173.36	0
570.0915	-24.228	-8.506	-0.83719	-1.3104	-10.842	172.83	0
570.1915	-23.946	-8.5061	-0.83719	-1.3005	-10.843	172.62	0
570.2915	-24.027	-8.506	-0.83717	-1.2957	-10.842	172.68	0
570.3915	-24.026	-8.5061	-0.83719	-1.3014	-10.845	172.18	0
570.4915	-24.041	-8.506	-0.83718	-1.2964	-10.844	172.02	0
570.5915	-23.963	-8.5062	-0.83721	-1.2943	-10.843	171.68	0
570.6915	-23.949	-8.5061	-0.8372	-1.2954	-10.843	171.45	0
570.7915	-24.059	-8.5062	-0.83721	-1.2969	-10.846	171.18	0
570.8915	-23.857	-8.5062	-0.8372	-1.2887	-10.845	171.01	0
570.9915	-23.793	-8.5062	-0.8372	-1.284	-10.843	170.72	0
571.0915	-24.022	-8.5061	-0.8372	-1.2991	-10.843	170.55	0
571.1915	-23.853	-8.5062	-0.83721	-1.2898	-10.843	170.29	0
571.2915	-24.047	-8.5062	-0.83721	-1.3018	-10.843	170.12	0
571.3915	-23.939	-8.5062	-0.8372	-1.2934	-10.845	169.73	0
571.4915	-23.711	-8.5063	-0.83723	-1.2802	-10.844	169.31	0
571.5915	-23.747	-8.5062	-0.83721	-1.2857	-10.843	169.16	0
571.6915	-23.701	-8.5063	-0.83723	-1.2816	-10.843	168.92	0
571.7915	-23.82	-8.5062	-0.83721	-1.2875	-10.844	168.67	0
571.8915	-23.506	-8.5063	-0.83723	-1.2746	-10.842	168.52	0
571.9915	-23.862	-8.5062	-0.83721	-1.2928	-10.841	168.36	0
572.0915	-23.879	-8.5063	-0.83722	-1.2916	-10.841	168.16	0
572.1915	-23.632	-8.5063	-0.83723	-1.2777	-10.844	167.81	0
572.2915	-23.628	-8.5064	-0.83723	-1.2805	-10.846	167.59	0
572.39149	-23.731	-8.5064	-0.83726	-1.2811	-10.845	167.36	0
572.49149	-23.624	-8.5064	-0.83724	-1.2777	-10.846	167.29	0
572.59149	-23.528	-8.5064	-0.83724	-1.2715	-10.843	167.04	0
572.69149	-23.659	-8.5064	-0.83724	-1.2767	-10.843	166.65	0
572.79149	-23.643	-8.5065	-0.83726	-1.2809	-10.846	166.51	0
572.89149	-23.746	-8.5064	-0.83723	-1.281	-10.843	166.34	0
572.99149	-23.64	-8.5064	-0.83724	-1.2825	-10.843	166.08	0
573.09149	-23.616	-8.5064	-0.83725	-1.2789	-10.843	165.9	0
573.19149	-23.639	-8.5065	-0.83725	-1.2804	-10.843	165.62	0
573.29149	-23.338	-8.5064	-0.83724	-1.2655	-10.845	165.46	0
573.39149	-23.698	-8.5064	-0.83725	-1.2805	-10.843	165.29	0
573.49149	-23.408	-8.5065	-0.83724	-1.2656	-10.844	164.99	0
573.59149	-23.636	-8.5065	-0.83725	-1.2751	-10.845	164.67	0
573.69149	-23.524	-8.5066	-0.83727	-1.2764	-10.845	164.54	0
573.79149	-23.496	-8.5066	-0.83726	-1.2707	-10.843	164.17	0
573.89149	-23.571	-8.5066	-0.83727	-1.2712	-10.843	164.03	0
573.99149	-23.126	-8.5065	-0.83726	-1.249	-10.844	163.85	0
574.09149	-23.609	-8.5067	-0.83728	-1.2742	-10.844	163.59	0
574.19149	-23.345	-8.5067	-0.83728	-1.2655	-10.843	163.26	0
574.29149	-23.333	-8.5067	-0.83729	-1.2568	-10.844	163.15	0
574.39149	-23.227	-8.5067	-0.83728	-1.257	-10.843	162.85	0
574.49149	-23.189	-8.5067	-0.83728	-1.256	-10.845	162.61	0
574.59149	-23.047	-8.5067	-0.83728	-1.2489	-10.845	162.45	0
574.69149	-22.971	-8.5067	-0.83728	-1.2458	-10.846	162.21	0
574.79149	-23.081	-8.5068	-0.83728	-1.2534	-10.846	161.93	0
574.89149	-23.024	-8.5066	-0.83727	-1.2466	-10.844	161.79	0
574.99149	-23.049	-8.5067	-0.83727	-1.2456	-10.844	161.53	0
575.09149	-22.94	-8.5066	-0.83726	-1.2405	-10.843	161.29	0
575.19149	-23.014	-8.5068	-0.83728	-1.2456	-10.845	161.01	0
575.29149	-23.007	-8.5067	-0.83727	-1.2426	-10.845	160.8	0
575.39149	-22.967	-8.5068	-0.83729	-1.2425	-10.844	160.57	0
575.49149	-23.018	-8.5066	-0.83726	-1.2452	-10.844	160.34	0
575.59149	-22.966	-8.5068	-0.8373	-1.2424	-10.842	160.24	0
575.69149	-22.858	-8.5067	-0.83728	-1.2344	-10.843	160.13	0
575.79149	-23.122	-8.5066	-0.83727	-1.25	-10.842	159.89	0
575.89149	-23.109	-8.5067	-0.83728	-1.2472	-10.842	159.7	0
575.99149	-22.892	-8.5067	-0.83728	-1.2361	-10.845	159.38	0
576.09149	-22.766	-8.5067	-0.83729	-1.2371	-10.844	159.3	0
576.19149	-22.933	-8.5066	-0.83726	-1.2398	-10.843	159.08	0
576.29149	-22.952	-8.5068	-0.83729	-1.2408	-10.845	158.8	0
576.39149	-22.823	-8.5066	-0.83727	-1.2344	-10.845	158.65	0
576.49149	-22.915	-8.5067	-0.83728	-1.2409	-10.843	158.36	0
576.59149	-22.96	-8.5066	-0.83727	-1.2401	-10.844	158.27	0
576.69149	-22.93	-8.5068	-0.83729	-1.2402	-10.845	157.87	0
576.79149	-22.588	-8.5067	-0.83728	-1.2234	-10.842	157.88	0
576.89149	-22.826	-8.5067	-0.83728	-1.2344	-10.843	157.6	0
576.99149	-22.754	-8.5067	-0.83728	-1.2259	-10.842	157.41	0
577.09149	-22.744	-8.5067	-0.83728	-1.2265	-10.844	157.18	0
577.19149	-22.823	-8.5067	-0.83729	-1.2369	-10.843	157.01	0
577.29149	-22.822	-8.5068	-0.83729	-1.2349	-10.843	156.59	0
577.39149	-22.849	-8.5068	-0.8373	-1.237	-10.844	156.3	0
577.49149	-22.679	-8.5067	-0.83726	-1.2304	-10.845	155.96	0
577.59149	-22.888	-8.5067	-0.83728	-1.237	-10.844	155.57	0
577.69149	-22.824	-8.5068	-0.83728	-1.2368	-10.842	155.67	0
577.79149	-22.654	-8.5068	-0.83729	-1.2241	-10.842	155.27	0
577.89149	-22.594	-8.5067	-0.83728	-1.2223	-10.844	155.27	0
577.99149	-22.787	-8.5068	-0.83728	-1.2308	-10.842	155.06	0
578.09149	-22.572	-8.5067	-0.83727	-1.2235	-10.841	154.89	0
578.19149	-22.562	-8.5067	-0.83728	-1.2178	-10.843	154.66	0
578.29149	-22.706	-8.5069	-0.83731	-1.2257	-10.844	154.26	0
578.39149	-22.706	-8.5067	-0.83729	-1.2317	-10.844	154.09	0
578.49149	-22.436	-8.5068	-0.8373	-1.2122	-10.844	154.11	0
578.59149	-22.579	-8.5067	-0.83729	-1.2214	-10.843	153.82	0
578.69149	-22.547	-8.5068	-0.83731	-1.219	-10.844	153.4	0
578.79149	-22.596	-8.5067	-0.83727	-1.2191	-10.844	153.23	0
578.89149	-22.585	-8.5068	-0.8373	-1.2205	-10.845	153.26	0
578.99149	-22.5	-8.5068	-0.8373	-1.2122	-10.843	153.15	0
579.09149	-22.566	-8.5068	-0.8373	-1.2239	-10.841	152.73	0
579.19149	-22.456	-8.5068	-0.83728	-1.2121	-10.842	152.54	0
579.29149	-22.49	-8.5068	-0.83729	-1.215	-10.841	152.37	0
579.39149	-22.344	-8.5068	-0.83729	-1.2119	-10.843	152.21	0
579.49149	-22.499	-8.5068	-0.83728	-1.2178	-10.843	151.85	0
579.59149	-22.366	-8.5069	-0.8373	-1.2111	-10.844	151.58	0
579.69149	-22.431	-8.5068	-0.83729	-1.2124	-10.844	151.51	0
579.79149	-22.545	-8.5069	-0.83731	-1.2163	-10.842	151.31	0
579.89149	-22.371	-8.5068	-0.83728	-1.2092	-10.842	151.03	0
579.99149	-22.43	-8.5069	-0.8373	-1.214	-10.84	150.99	0
580.09149	-22.559	-8.507	-0.83731	-1.219	-10.842	150.81	0
580.19149	-22.37	-8.507	-0.83732	-1.2108	-10.843	150.58	0
580.29149	-22.186	-8.5069	-0.83732	-1.1972	-10.843	150.43	0
580.39149	-22.324	-8.507	-0.83731	-1.2063	-10.844	150.17	0
580.49149	-22.287	-8.5071	-0.83733	-1.2052	-10.843	149.93	0
580.59149	-22.187	-8.507	-0.83733	-1.2001	-10.843	149.81	0
580.69149	-22.16	-8.5071	-0.83733	-1.2001	-10.843	149.57	0
580.79149	-22.165	-8.5069	-0.83731	-1.1983	-10.843	149.26	0
580.89149	-22.31	-8.5071	-0.83734	-1.2083	-10.844	149.08	0
580.99149	-21.997	-8.507	-0.83732	-1.1908	-10.843	148.98	0
581.09149	-22.198	-8.5071	-0.83733	-1.2015	-10.841	148.82	0
581.19149	-22.124	-8.5071	-0.83733	-1.1931	-10.842	148.68	0
581.29149	-22.213	-8.5071	-0.83733	-1.1993	-10.843	148.51	0
581.39149	-22.122	-8.507	-0.83732	-1.2	-10.843	148.37	0
581.49149	-22.023	-8.507	-0.83732	-1.1902	-10.843	148.19	0
581.59149	-22.063	-8.5074	-0.83738	-1.1915	-10.844	147.93	0
581.69149	-21.973	-8.5075	-0.83739	-1.1907	-10.841	147.65	0
581.79149	-22.095	-8.5077	-0.83743	-1.199	-10.844	147.4	0
581.89149	-22.013	-8.5077	-0.83742	-1.1905	-10.843	147.39	0
581.99149	-22.013	-8.5077	-0.83743	-1.1858	-10.842	147.13	0
582.09149	-21.958	-8.5077	-0.83742	-1.1916	-10.842	146.74	0
582.19149	-21.75	-8.5078	-0.83744	-1.1787	-10.841	146.7	0
582.29149	-21.967	-8.5078	-0.83743	-1.1891	-10.843	146.52	0
582.39149	-21.755	-8.5078	-0.83743	-1.1769	-10.842	146.44	0
582.49149	-22.119	-8.5078	-0.83744	-1.1946	-10.844	146.2	0
582.59149	-21.929	-8.5079	-0.83745	-1.1862	-10.844	145.98	0
582.69149	-21.819	-8.5079	-0.83745	-1.1798	-10.844	145.67	0
582.79149	-21.71	-8.5078	-0.83745	-1.1732	-10.84	145.53	0
582.89148	-21.781	-8.5079	-0.83745	-1.1804	-10.842	145.49	0
582.99148	-21.907	-8.5078	-0.83743	-1.1855	-10.841	145.19	0
583.09148	-21.561	-8.5079	-0.83745	-1.1636	-10.842	145.13	0
583.19148	-21.897	-8.5078	-0.83743	-1.1852	-10.842	144.9	0
583.29148	-21.819	-8.5079	-0.83746	-1.1814	-10.843	144.74	0
583.39148	-21.792	-8.5077	-0.83743	-1.1724	-10.843	144.64	0
583.49148	-21.747	-8.5079	-0.83745	-1.1773	-10.842	144.24	0
583.59148	-21.741	-8.5078	-0.83745	-1.1769	-10.844	143.98	0
583.69148	-21.601	-8.5079	-0.83746	-1.17	-10.842	143.93	0
583.79148	-21.604	-8.5079	-0.83747	-1.1703	-10.843	143.68	0
583.89148	-21.625	-8.5079	-0.83747	-1.1689	-10.842	143.42	0
583.99148	-21.692	-8.5079	-0.83746	-1.1731	-10.844	143.18	0
584.09148	-21.255	-8.5078	-0.83744	-1.1492	-10.839	143.04	0
584.19148	-21.788	-8.508	-0.83747	-1.1814	-10.843	142.74	0
584.29148	-21.628	-8.5078	-0.83744	-1.1695	-10.842	142.74	0
584.39148	-21.886	-8.508	-0.83747	-1.1825	-10.841	142.63	0
584.49148	-21.473	-8.5079	-0.83746	-1.1605	-10.843	142.51	0
584.59148	-21.704	-8.508	-0.83746	-1.1751	-10.845	142.22	0
584.69148	-21.542	-8.5079	-0.83746	-1.1699	-10.842	141.9	0
584.79148	-21.467	-8.508	-0.83748	-1.1585	-10.843	141.79	0
584.89148	-21.543	-8.508	-0.83747	-1.1658	-10.842	141.61	0
584.99148	-21.374	-8.508	-0.83749	-1.1578	-10.84	141.31	0
585.09148	-21.576	-8.508	-0.83748	-1.1674	-10.841	141.26	0
585.19148	-21.156	-8.508	-0.83747	-1.1469	-10.843	141.14	0
585.29148	-21.383	-8.5082	-0.8375	-1.1568	-10.842	140.91	0
585.39148	-21.5	-8.5081	-0.83749	-1.1633	-10.841	140.76	0
585.49148	-21.358	-8.5081	-0.8375	-1.1535	-10.841	140.65	0
585.59148	-21.259	-8.5081	-0.83749	-1.1535	-10.841	140.31	0
585.69148	-21.434	-8.5082	-0.83751	-1.1581	-10.842	140.01	0
585.79148	-21.283	-8.508	-0.83749	-1.1533	-10.84	139.93	0
585.89148	-21.019	-8.5081	-0.83749	-1.1393	-10.841	139.89	0
585.99148	-21.372	-8.5082	-0.8375	-1.1534	-10.841	139.61	0
586.09148	-21.583	-8.5082	-0.8375	-1.1663	-10.842	139.41	0
586.19148	-21.223	-8.5082	-0.83751	-1.1468	-10.844	139.19	0
586.29148	-21.182	-8.5082	-0.8375	-1.1441	-10.842	139.23	0
586.39148	-21.196	-8.5082	-0.83752	-1.1447	-10.844	138.99	0
586.49148	-21.3	-8.5081	-0.83749	-1.1512	-10.843	138.76	0
586.59148	-21.158	-8.5082	-0.83752	-1.1433	-10.844	138.49	0
586.69148	-21.335	-8.5081	-0.83749	-1.1523	-10.842	138.46	0
586.79148	-21.1	-8.5083	-0.83752	-1.1424	-10.842	138.28	0
586.89148	-20.897	-8.5082	-0.83751	-1.1327	-10.843	138.05	0
586.99148	-21.083	-8.5083	-0.83753	-1.1417	-10.844	137.97	0
587.09148	-21.161	-8.5082	-0.83752	-1.1419	-10.845	137.76	0
587.19148	-21.432	-8.5083	-0.83753	-1.1613	-10.844	137.6	0
587.29148	-21.055	-8.5083	-0.83753	-1.1425	-10.844	137.39	0
587.39148	-21.038	-8.5083	-0.83752	-1.1398	-10.845	137.31	0
587.49148	-20.987	-8.5083	-0.83752	-1.1379	-10.847	137.15	0
587.59148	-21.012	-8.5082	-0.8375	-1.1335	-10.844	136.94	0
587.69148	-20.96	-8.5084	-0.83753	-1.1312	-10.844	136.79	0
587.79148	-21.014	-8.5082	-0.83752	-1.1345	-10.846	136.54	0
587.89148	-21.238	-8.5084	-0.83754	-1.1463	-10.845	136.34	0
587.99148	-20.821	-8.5082	-0.83752	-1.125	-10.845	136.33	0
588.09148	-20.95	-8.5083	-0.83753	-1.1234	-10.844	136.01	0
588.19148	-20.823	-8.5082	-0.83752	-1.1247	-10.845	135.86	0
588.29148	-20.866	-8.5083	-0.83752	-1.1275	-10.843	135.62	0
588.39148	-20.968	-8.5083	-0.83752	-1.1396	-10.844	135.5	0
588.49148	-20.862	-8.5082	-0.83751	-1.1317	-10.843	135.34	0
588.59148	-21.098	-8.5083	-0.83752	-1.1364	-10.843	135.25	0
588.69148	-20.746	-8.5083	-0.83752	-1.1236	-10.842	135.12	0
588.79148	-20.933	-8.5084	-0.83755	-1.1319	-10.844	135.02	0
588.89148	-20.836	-8.5083	-0.83752	-1.128	-10.843	134.75	0
588.99148	-20.768	-8.5084	-0.83755	-1.118	-10.845	134.63	0
589.09148	-20.817	-8.5083	-0.83753	-1.1263	-10.843	134.35	0
589.19148	-20.755	-8.5084	-0.83755	-1.124	-10.842	134.18	0
589.29148	-20.954	-8.5083	-0.83753	-1.1327	-10.842	134.13	0
589.39148	-20.67	-8.5084	-0.83755	-1.1104	-10.842	133.84	0
589.49148	-20.816	-8.5083	-0.83753	-1.1232	-10.845	133.72	0
589.59148	-20.648	-8.5084	-0.83754	-1.1183	-10.844	133.62	0
589.69148	-20.546	-8.5084	-0.83755	-1.1131	-10.845	133.39	0
589.79148	-20.648	-8.5083	-0.83752	-1.1199	-10.842	133.19	0
589.89148	-20.374	-8.5084	-0.83754	-1.1058	-10.842	133.08	0
589.99148	-20.714	-8.5083	-0.83754	-1.1213	-10.844	132.86	0
590.09148	-20.647	-8.5084	-0.83754	-1.1106	-10.844	132.73	0
590.19148	-20.55	-8.5083	-0.83752	-1.1103	-10.844	132.54	0
590.29148	-20.797	-8.5083	-0.83753	-1.1253	-10.846	132.31	0
590.39148	-20.603	-8.5083	-0.83753	-1.1099	-10.845	132.11	0
590.49148	-20.645	-8.5084	-0.83754	-1.1161	-10.844	131.97	0
590.59148	-20.487	-8.5083	-0.83754	-1.1131	-10.843	131.77	0
590.69148	-20.699	-8.5084	-0.83755	-1.1173	-10.843	131.65	0
590.79148	-20.341	-8.5084	-0.83755	-1.1027	-10.842	131.43	0
590.89148	-20.563	-8.5084	-0.83755	-1.1141	-10.844	131.37	0
590.99148	-20.434	-8.5085	-0.83755	-1.1079	-10.846	131.04	0
591.09148	-20.416	-8.5084	-0.83753	-1.102	-10.841	130.82	0
591.19148	-20.384	-8.5085	-0.83756	-1.1042	-10.845	130.73	0
591.29148	-20.36	-8.5084	-0.83755	-1.0995	-10.843	130.79	0
591.39148	-20.405	-8.5085	-0.83757	-1.1047	-10.844	130.5	0
591.49148	-20.266	-8.5083	-0.83754	-1.0954	-10.843	130.24	0
591.59148	-20.548	-8.5085	-0.83756	-1.1102	-10.84	130.02	0
591.69148	-20.501	-8.5084	-0.83756	-1.1104	-10.842	129.85	0
591.79148	-20.508	-8.5084	-0.83755	-1.1086	-10.843	129.93	0
591.89148	-20.259	-8.5084	-0.83756	-1.0951	-10.843	129.88	0
591.99148	-20.381	-8.5085	-0.83755	-1.1016	-10.844	129.48	0
592.09148	-20.378	-8.5085	-0.83756	-1.0992	-10.844	129.42	0
592.19148	-20.058	-8.5085	-0.83756	-1.0856	-10.844	129.25	0
