Time(sec)	Force(kgf)	LGauge(mm)	Strain	Stress(MPa)	Stroke(mm)	TC3(C)	PTemp
35.40588	-181.89	0.07351	0.0048887	-22.828	0.15094	199.53	199.29
35.50588	-182.24	0.073904	0.0049149	-22.861	0.14855	199.93	199.77
35.60588	-182.01	0.074268	0.004942	-22.84	0.15081	200.41	200.25
35.70588	-182.08	0.074342	0.0049477	-22.852	0.1517	200.82	200.73
35.80588	-182.13	0.0744	0.0049524	-22.856	0.15203	201.47	201.21
35.90588	-182.06	0.074662	0.0049708	-22.845	0.15029	201.96	201.69
36.00588	-182.2	0.074637	0.0049693	-22.859	0.15142	202.3	202.17
36.10588	-182.36	0.074857	0.0049788	-22.887	0.15069	202.63	202.64
36.20588	-182.07	0.075138	0.0050009	-22.854	0.15013	203.08	203.12
36.30588	-181.94	0.075465	0.0050185	-22.844	0.1498	203.59	203.6
36.40588	-181.91	0.075893	0.0050495	-22.829	0.15301	204.11	204.08
36.50588	-182.07	0.076198	0.005068	-22.852	0.15247	204.54	204.56
36.60588	-182.05	0.076646	0.0050994	-22.859	0.14928	204.96	205.04
36.70588	-182.14	0.076809	0.0051111	-22.866	0.15118	205.33	205.52
36.80588	-182.22	0.07685	0.0051105	-22.869	0.15021	205.89	205.99
36.90588	-182.38	0.077262	0.00514	-22.891	0.1491	206.39	206.47
37.00588	-181.92	0.07711	0.0051297	-22.85	0.15015	206.76	206.95
37.10588	-182.04	0.077418	0.0051468	-22.863	0.15046	207.38	207.43
37.20588	-182.21	0.077805	0.0051751	-22.887	0.14995	207.97	207.91
37.30588	-182.42	0.077939	0.0051825	-22.908	0.15081	208.29	208.39
37.40588	-182.11	0.078352	0.005206	-22.861	0.14868	208.71	208.87
37.50588	-182.02	0.078587	0.005226	-22.861	0.15234	209.08	209.34
37.60588	-182.09	0.079039	0.0052522	-22.861	0.15067	209.54	209.82
37.70588	-181.9	0.079082	0.0052568	-22.839	0.14822	210.01	210.3
37.80588	-182.13	0.079439	0.0052799	-22.875	0.15154	210.5	210.78
37.90588	-182.31	0.079737	0.0052951	-22.901	0.15054	210.96	211.26
38.00588	-182.07	0.07966	0.0052965	-22.849	0.15069	211.42	211.74
38.10588	-182.09	0.079965	0.0053171	-22.865	0.15211	211.93	212.22
38.20588	-182.22	0.08006	0.0053229	-22.88	0.15112	212.32	212.69
38.30588	-182.15	0.080775	0.0053712	-22.872	0.15157	212.72	213.17
38.40588	-182.06	0.081135	0.0053938	-22.861	0.15024	213.27	213.65
38.50588	-181.81	0.081595	0.0054232	-22.835	0.15013	213.78	214.13
38.60588	-182.1	0.082049	0.0054544	-22.866	0.14832	214.21	214.61
38.70588	-181.99	0.082216	0.0054663	-22.85	0.15048	214.89	215.09
38.80588	-181.88	0.082202	0.0054642	-22.841	0.14953	215.37	215.57
38.90588	-182.24	0.082572	0.0054859	-22.885	0.15091	215.86	216.04
39.00588	-182.3	0.082539	0.0054868	-22.889	0.15026	216.33	216.52
39.10588	-182.09	0.083217	0.0055276	-22.869	0.14924	216.76	217
39.20588	-182.41	0.083255	0.0055315	-22.897	0.14899	217.25	217.48
39.30588	-182.45	0.08353	0.0055552	-22.914	0.15044	217.85	217.96
39.40588	-182.31	0.083463	0.005548	-22.896	0.15011	218.22	218.44
39.50588	-182.34	0.084416	0.0056131	-22.91	0.15285	218.53	218.92
39.60588	-182.17	0.084191	0.0055998	-22.889	0.15142	219.12	219.39
39.70588	-182.12	0.084709	0.0056299	-22.874	0.15071	219.67	219.87
39.80588	-181.94	0.085252	0.0056662	-22.851	0.14977	220.19	220.35
39.90588	-182.22	0.08571	0.005696	-22.897	0.14969	220.54	220.83
40.00588	-182.18	0.085828	0.0057032	-22.883	0.15121	221.01	221.31
40.10588	-181.99	0.086167	0.0057247	-22.862	0.15044	221.44	221.79
40.20588	-182.21	0.086032	0.0057206	-22.889	0.15071	221.9	222.27
40.30588	-182.38	0.086397	0.0057419	-22.912	0.14978	222.52	222.74
40.40588	-182.59	0.086867	0.005775	-22.928	0.1501	223.08	223.22
40.50588	-182.15	0.08672	0.0057683	-22.873	0.15138	223.59	223.7
40.60588	-182.26	0.086957	0.0057807	-22.906	0.15123	224.11	224.18
40.70588	-182.27	0.087221	0.0057957	-22.908	0.14979	224.59	224.66
40.80588	-182.11	0.087948	0.0058479	-22.881	0.15051	225.06	225.14
40.90588	-182	0.088323	0.0058694	-22.865	0.15019	225.57	225.62
41.00588	-182.28	0.088144	0.0058578	-22.903	0.15079	225.97	226.09
41.10588	-182.35	0.088279	0.0058704	-22.907	0.14978	226.52	226.57
41.20588	-182.16	0.088502	0.0058834	-22.902	0.15108	226.95	227.05
41.30588	-182.41	0.089165	0.0059258	-22.922	0.15114	227.53	227.53
41.40588	-182.6	0.089315	0.0059386	-22.937	0.14998	228.02	228.01
41.50588	-182.54	0.089691	0.0059618	-22.935	0.15091	228.3	228.49
41.60588	-182.64	0.089749	0.0059684	-22.948	0.15218	228.85	228.97
41.70588	-182.44	0.089731	0.0059654	-22.928	0.14803	229.26	229.44
41.80588	-182.41	0.089858	0.0059684	-22.923	0.14964	229.74	229.92
41.90587	-182.31	0.09074	0.0060251	-22.902	0.15011	230.26	230.4
42.00587	-182.54	0.090804	0.0060343	-22.947	0.15174	230.88	230.88
42.10587	-182.65	0.090686	0.0060291	-22.954	0.1501	231.37	231.36
42.20587	-182.49	0.091138	0.0060572	-22.934	0.15086	231.66	231.84
42.30587	-182.6	0.091589	0.0060872	-22.95	0.15134	232.17	232.32
42.40587	-182.48	0.092083	0.0061166	-22.931	0.14999	232.62	232.8
42.50587	-182.5	0.091965	0.006107	-22.934	0.15234	233.15	233.27
42.60587	-182.48	0.092469	0.0061433	-22.936	0.15093	233.77	233.75
42.70587	-182.64	0.092597	0.006156	-22.953	0.14865	234.29	234.23
42.80587	-182.76	0.092589	0.0061515	-22.956	0.15208	234.77	234.71
42.90587	-182.38	0.09265	0.0061582	-22.921	0.14942	235.22	235.19
43.00587	-182.75	0.093167	0.0061909	-22.973	0.1497	235.61	235.67
43.10587	-182.7	0.093553	0.0062162	-22.972	0.15024	236.09	236.14
43.20587	-182.82	0.093919	0.0062432	-22.978	0.14943	236.55	236.62
43.30587	-182.61	0.093951	0.0062476	-22.948	0.15102	237.07	237.1
43.40587	-182.56	0.093989	0.0062475	-22.941	0.15155	237.49	237.58
43.50587	-182.72	0.094343	0.0062731	-22.967	0.15041	238.11	238.06
43.60587	-182.56	0.094673	0.0062919	-22.952	0.1509	238.59	238.54
43.70587	-182.67	0.09492	0.0063116	-22.953	0.15112	239.1	239.02
43.80587	-182.85	0.095329	0.0063369	-22.973	0.15054	239.65	239.49
43.90587	-182.92	0.095683	0.0063564	-22.993	0.14823	240.05	239.97
44.00587	-182.54	0.095906	0.0063723	-22.954	0.14889	240.37	240.45
44.10587	-182.73	0.096248	0.0063918	-22.982	0.1493	240.79	240.93
44.20587	-183.03	0.096146	0.0063886	-23.012	0.14866	241.28	241.41
44.30587	-182.84	0.096239	0.0063925	-22.983	0.14947	241.77	241.89
44.40587	-182.72	0.097184	0.0064553	-22.968	0.14988	242.25	242.37
44.50587	-182.81	0.097491	0.0064758	-22.985	0.14944	242.69	242.84
44.60587	-182.89	0.097664	0.0064873	-22.986	0.15073	243.19	243.32
44.70587	-182.73	0.097476	0.0064818	-22.971	0.14972	243.61	243.8
44.80587	-182.71	0.098	0.0065153	-22.956	0.15249	244.17	244.28
44.90587	-182.95	0.098617	0.0065526	-22.997	0.14905	244.67	244.76
45.00587	-182.82	0.098622	0.0065577	-22.974	0.14835	245.07	245.24
45.10587	-182.93	0.09884	0.0065701	-22.994	0.14964	245.67	245.72
45.20587	-183.02	0.099272	0.0065941	-23.008	0.15175	246.23	246.19
45.30587	-182.9	0.099571	0.0066167	-22.977	0.14928	246.55	246.67
45.40587	-182.92	0.099469	0.0066102	-22.985	0.14942	247.01	247.15
45.50587	-182.96	0.099462	0.0066086	-22.996	0.15114	247.47	247.63
45.60587	-182.88	0.1002	0.0066583	-22.974	0.1515	247.92	248.11
45.70587	-182.92	0.10066	0.0066845	-22.99	0.14828	248.43	248.59
45.80587	-182.85	0.10047	0.0066795	-22.987	0.15095	248.91	249.07
45.90587	-183.02	0.10069	0.0066937	-22.997	0.14993	249.39	249.54
46.00587	-183.35	0.10091	0.0067053	-23.039	0.14863	249.86	250.02
46.10587	-183.07	0.10131	0.0067346	-23.003	0.14812	250.23	250.5
46.20587	-183.08	0.10205	0.0067836	-23.011	0.14919	250.81	250.98
46.30587	-183.29	0.10182	0.0067704	-23.037	0.15109	251.3	251.46
46.40587	-182.86	0.10217	0.0067847	-22.981	0.14746	251.85	251.94
46.50587	-182.96	0.10249	0.0068109	-22.994	0.14983	252.24	252.42
46.60587	-183.09	0.10289	0.006835	-23.014	0.15101	252.69	252.89
46.70587	-183.22	0.10284	0.0068348	-23.015	0.1499	253.28	253.37
46.80587	-182.9	0.10299	0.0068458	-22.994	0.14939	253.74	253.85
46.90587	-183.1	0.1037	0.0068917	-23.005	0.1512	254.24	254.33
47.00587	-183.14	0.10375	0.0068929	-22.996	0.15095	254.68	254.81
47.10587	-182.76	0.10394	0.0069054	-22.97	0.14917	255.15	255.29
47.20587	-183.19	0.10412	0.0069224	-23.024	0.14999	255.57	255.77
47.30587	-183.03	0.10437	0.0069366	-23.011	0.14969	256.02	256.24
47.40587	-183.16	0.10512	0.0069866	-23.018	0.14818	256.49	256.72
47.50587	-183.09	0.10521	0.0069944	-23.01	0.14897	257.04	257.2
47.60587	-183.01	0.10518	0.006992	-23.001	0.15112	257.57	257.68
47.70587	-183.4	0.10556	0.0070138	-23.036	0.15069	257.99	258.16
47.80587	-182.8	0.10614	0.0070555	-22.969	0.15056	258.45	258.64
47.90587	-183.04	0.10616	0.0070561	-23.008	0.14952	259.1	259.12
48.00587	-183.19	0.10619	0.0070606	-23.041	0.14945	259.51	259.59
48.10587	-183.09	0.10661	0.0070887	-23.003	0.15052	259.83	260.07
48.20587	-182.92	0.10716	0.007123	-22.985	0.14922	260.33	260.55
48.30587	-183.21	0.1077	0.0071581	-23.035	0.14965	260.76	261.03
48.40587	-183.25	0.10768	0.0071574	-23.038	0.14789	261.23	261.51
48.50587	-183.07	0.10781	0.00717	-23.013	0.14931	261.67	261.99
48.60587	-183.19	0.10833	0.0071988	-23.023	0.14834	262.32	262.47
48.70587	-183.13	0.10857	0.007216	-23.035	0.14911	262.86	262.94
48.80587	-183.22	0.1087	0.0072262	-23.038	0.14941	263.25	263.42
48.90587	-182.86	0.10918	0.0072553	-22.987	0.14814	263.76	263.9
49.00587	-183.22	0.10983	0.0073022	-23.024	0.15004	264.22	264.38
49.10587	-183.29	0.10984	0.0073014	-23.043	0.14916	264.77	264.86
49.20587	-183.13	0.11023	0.0073289	-23.027	0.15149	265.1	265.34
49.30587	-183.01	0.11026	0.0073305	-23.004	0.15001	265.58	265.82
49.40587	-183.02	0.11075	0.0073618	-23.018	0.14966	266.17	266.29
49.50587	-183.14	0.11085	0.0073672	-23.035	0.15	266.68	266.77
49.60587	-183	0.11124	0.0073958	-23.001	0.14826	267.02	267.25
49.70587	-183.15	0.11136	0.0074027	-23.038	0.15084	267.36	267.73
49.80587	-183.04	0.11186	0.0074313	-23.018	0.1489	268.09	268.21
49.90587	-182.88	0.11202	0.0074457	-23.001	0.15031	268.57	268.69
50.00587	-182.97	0.11222	0.0074532	-23.003	0.15062	268.95	269.17
50.10587	-183.1	0.11233	0.0074666	-23.03	0.15135	269.43	269.64
50.20587	-183.18	0.1129	0.0075005	-23.046	0.1503	269.92	270.12
50.30587	-182.73	0.11327	0.0075255	-22.993	0.15004	270.52	270.6
50.40587	-183.04	0.11325	0.0075285	-23.034	0.14977	271.05	271.08
50.50587	-182.95	0.11342	0.0075388	-23.021	0.15228	271.57	271.56
50.60587	-182.99	0.11406	0.0075806	-23.024	0.15039	272.06	272.04
50.70587	-183.01	0.11406	0.0075766	-23.02	0.14887	272.39	272.52
50.80587	-183.14	0.11442	0.0076022	-23.052	0.1512	272.79	272.99
50.90587	-183	0.11482	0.0076299	-23.022	0.15015	273.3	273.47
51.00587	-182.87	0.11539	0.0076704	-23.011	0.15061	273.82	273.95
51.10587	-183.09	0.11528	0.0076573	-23.033	0.15103	274.42	274.43
51.20587	-183.21	0.11552	0.0076751	-23.052	0.15134	274.93	274.91
51.30587	-183.12	0.11567	0.0076855	-23.044	0.14941	275.36	275.39
51.40587	-183.21	0.11615	0.0077166	-23.058	0.14859	275.81	275.87
51.50587	-183.39	0.11633	0.0077316	-23.081	0.1489	276.22	276.34
51.60587	-183.34	0.11684	0.0077643	-23.062	0.15027	276.8	276.82
51.70587	-183.24	0.11717	0.0077853	-23.055	0.14944	277.3	277.3
51.80587	-183.32	0.11742	0.0078048	-23.06	0.14897	277.66	277.78
51.90587	-183.44	0.11753	0.0078105	-23.081	0.14923	278.09	278.26
52.00587	-183.16	0.11813	0.0078497	-23.045	0.15027	278.61	278.74
52.10587	-183.3	0.1182	0.0078552	-23.062	0.14824	279.17	279.22
52.20587	-183.21	0.11832	0.0078636	-23.063	0.1486	279.59	279.69
52.30587	-183.4	0.11841	0.0078708	-23.076	0.15242	280.04	280.17
52.40586	-183.21	0.11882	0.0078961	-23.05	0.15081	280.41	280.65
52.50586	-183.46	0.11912	0.0079196	-23.088	0.14974	280.95	281.13
52.60586	-183.5	0.11961	0.0079488	-23.081	0.14852	281.54	281.61
52.70586	-183.22	0.12005	0.0079712	-23.056	0.1517	282.12	282.09
52.80586	-183.24	0.12011	0.0079791	-23.05	0.1489	282.5	282.57
52.90586	-183.63	0.12029	0.0079965	-23.102	0.14873	282.87	283.04
53.00586	-183.59	0.1205	0.008007	-23.091	0.14968	283.36	283.52
53.10586	-183.38	0.12116	0.0080539	-23.08	0.15048	283.84	284
53.20586	-183.16	0.12165	0.0080785	-23.059	0.14946	284.44	284.48
53.30586	-183.37	0.12189	0.0080984	-23.078	0.15027	284.98	284.96
53.40586	-183.45	0.12195	0.008104	-23.081	0.14855	285.46	285.44
53.50586	-183.58	0.12234	0.008128	-23.108	0.14804	285.89	285.92
53.60586	-183.73	0.12258	0.008143	-23.127	0.15016	286.31	286.39
53.70586	-183.59	0.1228	0.0081609	-23.119	0.1476	286.78	286.87
53.80586	-183.43	0.12301	0.0081753	-23.107	0.14924	287.33	287.35
53.90586	-183.61	0.12295	0.0081662	-23.119	0.15186	287.94	287.83
54.00586	-183.77	0.12326	0.0081932	-23.135	0.15104	288.41	288.31
54.10586	-183.31	0.12332	0.0081942	-23.085	0.14932	288.95	288.79
54.20586	-183.5	0.12356	0.0082096	-23.106	0.14922	289.28	289.27
54.30586	-183.45	0.12381	0.0082284	-23.101	0.14891	289.69	289.74
54.40586	-183.4	0.12444	0.0082667	-23.093	0.14882	290.16	290.22
54.50586	-183.41	0.12486	0.0082866	-23.093	0.14804	290.6	290.7
54.60586	-183.58	0.12516	0.008312	-23.12	0.14826	291.12	291.18
54.70586	-183.53	0.12533	0.008324	-23.109	0.14895	291.77	291.66
54.80586	-183.52	0.12579	0.0083531	-23.116	0.15018	292.11	292.14
54.90586	-183.36	0.12618	0.0083837	-23.094	0.1487	292.5	292.62
55.00586	-183.68	0.12597	0.0083681	-23.132	0.14965	293.14	293.09
55.10586	-183.82	0.12631	0.0083868	-23.146	0.14801	293.49	293.57
55.20586	-183.47	0.12661	0.0084088	-23.114	0.15001	293.97	294.05
55.30586	-183.38	0.12674	0.0084144	-23.098	0.14915	294.54	294.53
55.40586	-183.44	0.12717	0.008446	-23.107	0.14996	295.01	295.01
55.50586	-183.4	0.12746	0.008462	-23.091	0.15073	295.47	295.49
55.60586	-183.34	0.12763	0.0084723	-23.087	0.14996	296.07	295.97
55.70586	-183.74	0.12788	0.0084951	-23.131	0.14914	296.52	296.44
55.80586	-183.49	0.12817	0.0085116	-23.116	0.14872	296.92	296.92
55.90586	-183.48	0.12837	0.0085251	-23.111	0.14812	297.38	297.4
56.00586	-183.61	0.1285	0.0085324	-23.132	0.14645	297.94	297.88
56.10586	-183.71	0.12872	0.0085496	-23.13	0.14797	298.45	298.36
56.20586	-183.51	0.12915	0.0085772	-23.11	0.14861	298.91	298.84
56.30586	-183.52	0.12989	0.0086258	-23.127	0.15077	299.26	299.32
56.40586	-183.64	0.13031	0.008651	-23.147	0.1497	299.72	299.79
56.4687	-183.73	0.13045	0.008662	-23.137	0.14994	300.02	300.09
56.5687	-183.33	0.13032	0.0086527	-23.104	0.14945	300.51	300.57
56.6687	-183.55	0.13111	0.0087026	-23.122	0.14844	301.13	301.05
56.7687	-183.28	0.13052	0.0086651	-23.083	0.1505	301.57	301.53
56.8687	-183.36	0.13135	0.0087217	-23.099	0.14938	302.13	302.01
56.9687	-183.46	0.13177	0.0087442	-23.111	0.14728	302.51	302.49
57.0687	-183.82	0.13199	0.0087606	-23.163	0.14786	302.97	302.97
57.1687	-183.7	0.13207	0.0087691	-23.132	0.14757	303.59	303.44
57.2687	-183.42	0.13195	0.0087604	-23.106	0.14799	303.81	303.92
57.3687	-183.72	0.13241	0.0087876	-23.152	0.14724	304.3	304.4
57.4687	-184.05	0.13261	0.0088055	-23.178	0.14893	304.95	304.88
57.5687	-183.58	0.13276	0.0088086	-23.118	0.15106	305.43	305.36
57.6687	-183.68	0.13348	0.0088596	-23.134	0.14847	305.71	305.84
57.7687	-183.77	0.13402	0.008898	-23.149	0.14725	306.1	306.32
57.8687	-183.49	0.13427	0.0089144	-23.106	0.15058	306.74	306.79
57.9687	-183.61	0.13439	0.0089164	-23.121	0.14964	307.2	307.27
58.0687	-183.61	0.13471	0.008941	-23.132	0.14704	307.58	307.75
58.1687	-183.75	0.13471	0.0089372	-23.149	0.14976	307.98	308.23
58.2687	-183.53	0.13484	0.0089502	-23.131	0.14699	308.64	308.71
58.3687	-183.75	0.13517	0.0089708	-23.163	0.14821	309.09	309.19
58.4687	-183.69	0.13595	0.0090245	-23.157	0.14767	309.42	309.67
58.5687	-183.79	0.13615	0.0090338	-23.151	0.14793	309.9	310.14
58.6687	-183.76	0.13645	0.0090558	-23.159	0.1505	310.4	310.63
58.7687	-183.53	0.13633	0.009047	-23.13	0.14832	310.85	311.1
58.8687	-183.53	0.1368	0.0090761	-23.135	0.14968	311.31	311.58
58.9687	-183.75	0.13704	0.0090967	-23.159	0.14765	311.8	312.06
59.0687	-183.64	0.13723	0.0091096	-23.15	0.14765	312.43	312.54
59.1687	-183.63	0.13802	0.0091556	-23.146	0.14913	312.89	313.02
59.2687	-183.82	0.1379	0.0091518	-23.163	0.14872	313.27	313.49
59.3687	-183.61	0.13829	0.0091757	-23.14	0.14826	313.65	313.97
59.4687	-183.75	0.13835	0.0091816	-23.163	0.14708	314.16	314.45
59.5687	-183.83	0.13877	0.0092089	-23.159	0.14897	314.65	314.93
59.6687	-183.72	0.13937	0.0092504	-23.147	0.14759	315.09	315.41
59.7687	-183.64	0.13948	0.0092579	-23.15	0.14648	315.58	315.89
59.8687	-183.68	0.14014	0.0093039	-23.148	0.14712	316.16	316.37
59.9687	-183.52	0.14026	0.0093108	-23.138	0.14983	316.66	316.84
60.0687	-183.55	0.14063	0.0093335	-23.137	0.14716	317.23	317.32
60.1687	-183.72	0.14079	0.0093438	-23.149	0.14912	317.74	317.8
60.2687	-183.88	0.1409	0.0093536	-23.178	0.14789	318.18	318.28
60.3687	-183.78	0.14137	0.0093821	-23.172	0.14682	318.52	318.76
60.4687	-183.73	0.14182	0.009415	-23.154	0.14666	319.04	319.24
60.5687	-183.52	0.14171	0.0094068	-23.147	0.14677	319.59	319.72
60.6687	-183.61	0.14227	0.0094413	-23.143	0.14626	320.07	320.19
60.7687	-183.54	0.14259	0.0094651	-23.147	0.14818	320.44	320.67
60.8687	-183.54	0.14249	0.0094624	-23.136	0.14788	320.9	321.15
60.9687	-183.73	0.14305	0.0094962	-23.159	0.14654	321.53	321.63
61.0687	-183.21	0.14301	0.0094957	-23.093	0.14839	322.07	322.11
61.1687	-183.61	0.14325	0.0095089	-23.155	0.15026	322.37	322.59
61.2687	-183.65	0.14382	0.0095424	-23.155	0.1484	322.83	323.07
61.3687	-183.57	0.14399	0.0095571	-23.132	0.15038	323.38	323.54
61.4687	-183.48	0.14426	0.009574	-23.156	0.14953	323.84	324.02
61.5687	-183.69	0.14417	0.0095702	-23.162	0.1493	324.35	324.5
61.66869	-183.72	0.14441	0.0095881	-23.178	0.14828	324.79	324.98
61.76869	-183.24	0.14455	0.0095959	-23.111	0.14869	325.48	325.46
61.86869	-183.59	0.14476	0.0096079	-23.151	0.1475	325.98	325.94
61.96869	-183.65	0.14525	0.0096343	-23.154	0.14743	326.3	326.42
62.06869	-183.61	0.1455	0.0096493	-23.138	0.14827	326.74	326.89
62.16869	-183.56	0.14584	0.0096769	-23.145	0.15045	327.43	327.37
62.26869	-183.57	0.1458	0.0096705	-23.149	0.14606	327.94	327.85
62.36869	-183.89	0.14603	0.0096889	-23.183	0.14639	328.46	328.33
62.46869	-183.73	0.14619	0.0097009	-23.157	0.14697	328.93	328.81
62.56869	-184.06	0.14691	0.0097422	-23.195	0.14777	329.23	329.29
62.66869	-184.02	0.14677	0.0097376	-23.192	0.14558	329.71	329.77
62.76869	-183.93	0.14711	0.0097579	-23.191	0.14675	330.19	330.24
62.86869	-183.59	0.14767	0.0097925	-23.153	0.1484	330.94	330.72
62.96869	-183.74	0.14757	0.0097917	-23.16	0.14721	331.41	331.2
63.06869	-183.85	0.14836	0.0098408	-23.184	0.14892	331.66	331.68
63.16869	-183.77	0.14881	0.0098708	-23.177	0.14848	332.21	332.16
63.26869	-183.94	0.14905	0.0098875	-23.196	0.14751	332.7	332.64
63.36869	-184.09	0.14904	0.0098856	-23.213	0.14524	333.16	333.12
63.46869	-184.1	0.14892	0.0098779	-23.21	0.14454	333.59	333.59
63.56869	-183.99	0.14929	0.0099049	-23.191	0.14615	334.14	334.07
63.66869	-184.15	0.15	0.0099462	-23.214	0.14735	334.56	334.55
63.76869	-184.2	0.15021	0.0099617	-23.231	0.14528	335.06	335.03
63.86869	-183.99	0.15081	0.01	-23.203	0.14782	335.54	335.51
63.96869	-184.12	0.15104	0.010014	-23.214	0.14772	335.94	335.99
64.06869	-183.83	0.15121	0.010028	-23.188	0.146	336.55	336.47
64.16869	-184.12	0.15182	0.010068	-23.224	0.14574	337.11	336.95
64.26869	-184	0.15146	0.010046	-23.215	0.14644	337.29	337.42
64.36869	-183.95	0.1516	0.010048	-23.212	0.14726	337.97	337.9
64.46869	-184.02	0.15195	0.010078	-23.209	0.14621	338.49	338.38
64.56869	-184.07	0.15205	0.010079	-23.218	0.14958	338.98	338.86
64.66869	-184.27	0.15254	0.010117	-23.239	0.14679	339.45	339.34
64.76869	-184.06	0.15296	0.010143	-23.219	0.14705	339.95	339.82
64.86869	-184.26	0.15306	0.010153	-23.234	0.14771	340.54	340.29
64.96869	-184.32	0.15327	0.010164	-23.239	0.14825	340.82	340.77
65.06869	-184.38	0.15366	0.010192	-23.248	0.14553	341.16	341.25
65.16869	-183.9	0.15395	0.010211	-23.195	0.14548	341.77	341.73
65.26869	-183.9	0.15435	0.010238	-23.203	0.1464	342.34	342.21
65.36869	-184.21	0.15428	0.010233	-23.244	0.14874	342.65	342.69
65.46869	-184.43	0.15441	0.010237	-23.268	0.14918	343.13	343.17
65.56869	-184.23	0.15449	0.010244	-23.238	0.14513	343.63	343.64
65.66869	-184.13	0.15476	0.010265	-23.236	0.14626	344.03	344.12
65.76869	-184.32	0.15528	0.010298	-23.255	0.14478	344.68	344.6
65.86869	-184.27	0.15541	0.010307	-23.25	0.14654	345.19	345.08
65.96869	-184.06	0.15562	0.010322	-23.229	0.14552	345.52	345.56
66.06869	-184.5	0.15624	0.010362	-23.286	0.14746	345.91	346.04
66.16869	-184.27	0.15666	0.01039	-23.255	0.14438	346.42	346.52
66.26869	-184.32	0.15672	0.010392	-23.25	0.14678	346.86	346.99
66.36869	-184.17	0.15663	0.010386	-23.235	0.14443	347.37	347.47
66.46869	-183.99	0.15724	0.010427	-23.22	0.14569	347.97	347.95
66.56869	-184.24	0.15733	0.010434	-23.259	0.14626	348.34	348.43
66.66869	-183.95	0.15736	0.010438	-23.2	0.14606	348.76	348.91
66.76869	-184.51	0.15779	0.010462	-23.293	0.14529	349.2	349.39
66.86869	-184.09	0.15838	0.010504	-23.245	0.1452	349.65	349.87
66.96869	-184.37	0.15869	0.010522	-23.261	0.14464	350.01	350.34
67.06869	-184.07	0.15894	0.010536	-23.23	0.1442	350.48	350.82
67.16869	-184.39	0.15882	0.010532	-23.276	0.14617	351.02	351.3
67.26869	-184.49	0.15905	0.010546	-23.283	0.14717	351.46	351.78
67.36869	-184.25	0.15949	0.010578	-23.249	0.1481	351.87	352.26
67.46869	-184.07	0.15979	0.010598	-23.237	0.14717	352.37	352.74
67.56869	-184.31	0.16011	0.010617	-23.267	0.14535	352.83	353.22
67.66869	-184.36	0.1606	0.010646	-23.265	0.14857	353.29	353.69
67.76869	-184.12	0.1608	0.01066	-23.251	0.14736	353.7	354.17
67.86869	-184.41	0.16107	0.010682	-23.274	0.14743	354.35	354.65
67.96869	-184.27	0.16151	0.010713	-23.267	0.14707	354.83	355.13
68.06869	-184.32	0.16176	0.010726	-23.255	0.14887	355.26	355.61
68.16869	-184.43	0.16196	0.010741	-23.282	0.14817	355.73	356.09
68.26869	-184.45	0.16207	0.01075	-23.293	0.1487	356.26	356.57
68.36869	-184.35	0.16221	0.010757	-23.279	0.14945	356.73	357.04
68.46869	-184.09	0.16225	0.01076	-23.249	0.14854	357.16	357.52
68.56869	-184.23	0.16259	0.01078	-23.266	0.1499	357.67	358
